,thread_title,thread_id
776,Has everyone had the T-dap vaccine?,a59036857
777,Long.... My dad refuses to get a shot so he will miss baby's birth,a66997612
778,Any insight on the vaccine process please!,a65657686
779,vaccines during pregnancy ?,a68237329
780,CA requires vaccines......,a57700309
781,forcing vaccination,a66537571
782,Can I refuse the Hep B vaccine for my baby???,a59309359
783,"Back to back pregnancies, still need to retake tdap vaccine?",a68405428
784,2 month vaccine reactions?,a62564557
786,To vaccinate or to not vaccinate,a63021688
787,Vaccinations - Thoughts?,a64136848
788,So worried about my baby's 4 month vaccines tomorrow,a57970132
789,Vaccines during pregnancy,a68058673
790,Tdap vaccine,a70616452
791,Influenza PSA- read even if you got the vaccine (because it was not as effective as usual),a68315371
792,2 month vaccinations,a69848762
793,Vaccine Question,a69024271
794,Getting the flu shot?,a68161222
795,How do you honestly feel about vaccines?,a65988640
796,Is anyone getting the flu shot or whooping cough vaccine?,a59549218
797,How did LO do after vaccines?,a62371231
798,Angry and scared,a67569070
799,Anyone else not vaccinating?,a48445336
800,Vaccinations??,a53092348
803,Vaccinations,a64279066
804,How would you feel?,a71280061
805,Vaccination shot,a66658957
808,The real reason pediatricians want you to vaccinate your kids,a47517934
809,Vaccines - please do your research,a66313321
810,Your child's pediatrician ...,a70096361
812,Flu vaccine,a70229861
813,No chicken pox immunity,a69109922
814,Vomiting and late developmental milestones help!!,a73194307
816,Measles,a71233081
817,Breastfeeding Mom sick after LO vaccinated,a67006804
818,"""I'm doing my research"" vent",a62723929
819,clipped tongue tie at 2month...,a71356558
820,*trigger * vaccines,a65385604
822,Vaccines and irritability,a71038396
823,DTaP Vaccine Dilemma,a34106692
824,"Strangers, vaccinations, and Trump",a69878540
825,Vaccines - your thoughts/kids reactions *,a65314210
826,Dealthy afraid Immunizations ! Positivity only!,a67212616
828,Thoughts/Resources on NOT giving my child any vaccinations.,a48381388
829,Aluminum in vaccinations,a67577245
830,Vaccines?,a69245624
831,TDaP Vaccine,a66931915
832,Wtf w/ flu vaccine side effects,a71128021
833,Vaccine Poll!,a66352705
834,How do I convince my pro-vaccine family to leave me alone about my decision to not vaccinate my kids,a54647401
836,Thoughts on newborn visiting.,a70584391
837,Do you get your LO's vaccinated??,a54818317
838,I need advice on vaccines,a50057776
840,Vaccines... Please no debates just need some questions answered,a64394938
841,Fever after vaccines,a67254127
842,My vaccine advocate friends.....,a57517930
843,Chicken pox after vaccine?,a66542617
845,Vaccine Anxiety,a61002853
847,Baby twitching after vaccines?,a32867383
848,Vaccines,a62867584
849,Hepatitis B vaccine,a69361376
850,Rash reaction from 2mo vaccines? Pic included,a71274463
851,Fever after 2 month vaccinations,a70761628
852,Hep B vaccine at birth? I'm thinking it's stupid that early andcan wait!,a55137385
853,Enforcing Requiring Vaccines to See Baby?,a70309643
854,Thoughts on this?,a63335689
856,Are you with or against vaccines?,a55117609
857,MMR vaccination rash?,a73176556
859,Hep B Vaccine at birth? Yay or Nay?,a27048315
860,Vaccines & fussiness,a61793191
861,vaccinations,a60999652
863,"Reaction to vaccinations, grass, or HFM?",a69371261
864,Holiday travel (poll),a69889841
865,15 month vaccines,a65349916
866,Has anyone delayed Hep B vaccine for later?,a63412837
867,Uninvited from a wedding because I don't vaccinate,a56619478
869,Overwhelmed. Eczema/allergies/Idk,a69474362
870,Tdap prenatal vaccination,a58928245
871,Deciding not to vaccinate,a48936541
872,Vaccines or not?,a71075491
873,Flu shot?,a70641361
874,Vaccines??,a57259435
875,To vaccinate or not...,a61197346
876,How do you feel about the MMR Vaccine?,a55063090
877,Follow the schedule? Delay? not vaccinate?,a51369685
878,The insane fear mongering around autism needs to stop!!!,a70118696
879,Unvaccinated baby in mom group,a70477580
880,Happy Thor'sday and Love Day plate 2/14/19,a71344972
881,Flu Shot,a70574935
883,TDAP cost for family?,a71391022
884,Whooping Cough Vaccine,a65850121
885,Vaccines,a60586861
886,*Trigger* Illegal immigrant children attending schools without health and immunization screenings,a51810247
887,At whate age can we worry less about germs?,a70704898
889,MIL thinks TDaP vaccine is a government conspiracy,a70278977
890,TDAP Vaccine,a71312830
891,Stupid stupid stupid. A vent thread. Come vent with me.,a70052318
892,Should I send child to school?,a70318760
894,"Tdap Vaccine while pregnant, good or bad?",a65811256
895,Did your OB suggest whooping cough vaccination?,a61145956
896,Doctor called.. im not immune to measles,a73198480
897,"TDaP vaccine during pregnancy, is it safe?",a56494795
898,Parents refusal to get vaccine forced the Minnesota zoo to put down their meerkats,a62913955
899,TDap vaccine,a69912059
900,Siblings not vaccinated!,a71315698
901,anti vaccination movement,a54974848
902,Is vaccination mandatory in UAE,a64477204
904,whooping cough vaccine,a54997966
906,will you be vaccinating little one?,a47603305
907,TDAP vaccine,a69926699
908,Nanny for a newborn - vaccinations?,a70304771
909,Flu shot?,a71077240
910,Mmr vaccine.,a57235093
911,Lets Debate! Vaccinate you're baby o Not!?,a57284581
912,Vaccine??,a68400601
913,Why so many people don't vaccinate?,a55129279
914,1 year check up,a70065380
915,Anybody nurse their baby while they got their vaccines?,a70145768
917,Vaccines 💉💉💉,a68646790
918,Selective vaccinations,a64226116
919,Yellow Fever Vaccine,a69023197
920,Vaccinations,a69163100
921,TDAP vaccine - For how long do you only let vaccinated people touch your baby?,a69698159
922,For all you anti-vaccine moms.,a48081187
924,Trigger warning: VACCiNES,a68739013
925,Bad reaction to MMR vaccine?,a67366549
927,MMR Vaccine Reaction,a69385340
928,Vaccination schedule...,a38343169
929,OT: Why would anyone not vaccinate?,a61647088
930,Fussy baby after vaccines,a70175252
931,Vaccines,a71014111
932,Spreading out vaccines at all?,a63481657
934,Vaccines,a60191833
936,Tdap vaccine,a70109921
937,I want to start enjoying my baby more and worry less,a65717281
938,Tdap and other vaccines,a67305283
939,Am I wrong?,a73255330
940,12m vaccinations,a59191123
942,Flu Vaccine,a70534624
943,Measles outbreak,a71244853
945,Vaccines!?,a59433397
946,Vaccinations question (For pro-vaxxers),a54843583
948,is delaying vaccinations safe?? or spreading them out?,a58750621
950,Worst Sunday....,a71370313
951,Vaccines,a61891756
953,*Warning: Vaccine Rant*,a70780519
954,Measles outbreak in Pacific Northwest,a71291800
955,Vaccine/cerc poll,a64840747
957,why vaccinations matter.,a55184737
958,Possible vaccine reaction,a64165939
960,Bad diaper rash,a69410510
963,Poll: Vaccinations,a57358774
964,TDAP vaccine,a65938882
965,Vaccines,a71324458
967,Deciding whether or not to do Hep B vac at birth,a63768271
968,Will you vaccinate your newborn?,a59891275
969,Flu vaccine?,a59540644
972,Baby wakes up screaming after vaccines??,a64048537
973,Vaccines or No?,a62193427
974,Whooping cough vaccine,a66354982
975,tdap vaccine,a55985263
976,POLL: Flu vaccine?,a67564162
977,Did you vaccinate your other NT children?,a66386728
978,"Vaccinations after birth, what do you all think?",a68184550
980,Shingles,a71260963
981,California anti vaccine mommys PLEASE give some feedback!,a60818284
983,Omg vaccines and crazy stories,a67889197
984,MMR vaccine,a68145523
985,Vaccines,a65983183
988,Delay in getting 4 Month Shots,a71214481
989,curious what you think. localized swelling and redness after vaccines,a69255329
990,Anyone else having a hard time reaching 720ml/24 oz a day,a69832187
992,Not a vaccine post,a66931447
994,Worried about a vaccine I got,a66911728
995,Vaccines,a71234878
996,What's Happening Wednesday - Choosing a pediatrician,a71071816
997,Are YOU vaccinated?,a66943945
999,Tdap Vaccine,a62331094
1000,Vaccines?,a66807406
1002,Repeat strep and low markers on Pnuemo Ab blood test ?,a73090669
1003,Bordatella/Kennel Cough - my pup is sick,a67593862
1004,Tdap shot during pregnancy,a62518510
1005,How much was your kid sick the first year?,a73045534
1006,Whooping cough,a70254164
1009,Will you get the flu vaccine?,a70245998
1011,Unvaccinated niece and nephew,a73094785
1012,dtap,a24530325
1013,4 month vaccinations are the devil!!,a69485960
1015,"People that don't vaccinate your kids, do you vaccinate your dogs?",a65686552
1016,I never received the tDap vaccine. What about you? Now what....,a55301776
1017,Tdap Vaccine,a64034152
1018,Vaccination and other fears.,a65996737
1019,The flu shot!,a70515205
1020,Preemie 2 month vaccinations,a69878957
1021,Mom is refusing to get vaccinated wtf??,a71328823
1022,Who's SO is getting the TDAP vaccine,a59820004
1023,Anthrax vaccine and pregnancy,a69776006
1024,Seasonal flu vaccine fairy tale rapidly collapsing as the truth comes out?,a25997947
1025,Tdap vaccine during pregnancy,a54937300
1026,Vaccinations for Mom and Baby,a67375192
1027,Tdap Vaccine,a57130723
1028,Tdap vaccine while pregnant,a56253475
1029,Vaccines/shots,a70673602
1030,Am I overreacting?,a68675380
1031,Who's had or getting the flu shot? Just curious. Too tired for a vaccine debate...,a61265539
1032,truth about vaccines,a66161866
1033,Vaccine Mandate,a73124233
1034,For all you anti Vaxxers,a69858830
1035,please be informed about vaccinations,a31131477
1036,Whooping Cough Vacinne,a72294019
1037,Anyone doing a delayed vaccination schedule?,a69051811
1038,After two month vaccines..,a59555986
1039,Whooping cough vaccine,a67132558
1040,whooping cough vaccine 3rd trimester,a66272401
1041,Upset with Pediatrician,a70741198
1042,Whooping cough vaccination during third trimester ???,a67587700
1043,1st Vaccines tomorrow morning,a59706898
1044,Detox after vaccines,a69515183
1045,What’s everyone Lo weight and height at 15months?,a69340088
1046,How Do You Handle Sleep Deprivation?,a71394208
1047,psa vaccine schedule (possible trigger),a46164700
1048,What's Happening Wednesday - Rules for visiting,a70200575
1049,Please share the pro's for vaccination♡,a59645644
1050,QOTD: How did you handle relatives that were not up-to-date on their vaccinations?,a67954465
1051,How do you feel about vaccines?,a64639192
1052,2 Month Shots Anxiety,a70526422
1054,Baby shower dilemma unvaccinated kids (If you don't vaccinate your not going to agree don't read),a58525030
1055,TDAP vaccine?,a58881610
1056,MMR VACCINE,a67481698
1057,Did you take the tdap while pregnant?,a69714896
1058,I know this is a long shot...,a71270206
1059,2 mo vaccines,a71304943
1060,Vaccinations- Why or why not? *TRIGGER* POLL*,a48999535
1063,T-DAP Vaccine - Did you get it?,a70072028
1064,Vaccinations while pregnant,a67096900
1065,Whooping cough vaccine,a60842119
1066,The great Vaccination debate (with a poll!!),a55072438
1068,measles S/O - vaccinated children around non vaccinated children,a49877269
1069,Vaccines: why do so many people think they are not needed or bad?,a69072502
1070,Tdap vaccine and my arm so sore!!!!,a68051419
1071,Vaccination,a66765049
1072,Tdap vaccine?,a61885741
1073,"MIL Is Anti-Vaccine, Hiding Vaccinations",a58690123
1074,H1N1 & Miscarriage-- (repost w larger font),a18549125
1075,If you are pro vaccine,a52501897
1076,Who going to vaccinate and who's not?,a49373449
1077,Vaccines for Mom-to-Be Around 28 Weeks?,a57714358
1078,Tdap Vaccine,a63476587
1079,Will your DH/SO be getting a vaccine before baby arrives?,a56870581
1080,Tdap vaccine reaction,a62478739
1081,Taking baby out,a73103500
1082,HELP! Hospital may have vaccinated without my permission. What can I do?,a58195180
1083,Vaccinations,a63327280
1084,What vaccines has your baby gotten so far?,a65194783
1085,Vaccines..,a57071179
1086,newborns vaccinations,a54170236
1087,Tdap vaccine,a66352003
1088,Hpv vaccination,a59193256
1089,EDIT I didn't vaccinate my kids and they got a disease..,a49170133
1090,Help! 2 month old vaccine reaction!,a64333468
1091,Late vaccinations,a70354247
1092,Vaccines for baby,a60420448
1093,Vaccines,a62444158
1094,Pro life people please comment.. about vaccines,a59371642
1096,The Flu Vaccine.. Necessary ?!?!,a67682899
1097,Anti-vax friend,a71361844
1098,Do they give WHOOPING cough vaccine to all preg. woman now?,a52163230
1099,Advice about Vaccines,a61215454
1100,Vaccines...,a70820077
1101,"Vitamin K shot, Hep B Vaccine, and erythromycin ointment for your newborn. What will you choose?",a51958192
1102,Hpv vaccine - should I have listened to my gut?,a73113655
1103,Whooping Cough Vaccine in 3rd Trimester,a58371826
1104,Wake baby at night,a67282954
1105,MMR Vaccination reaction,a66704719
1106,15 month vaccination side effects? :( worried.,a68156026
1108,"I'm back, for the 3rd time🤦‍♀️",a71564260
1109,WWYD? Flu shot and medical final say,a68223610
1110,MIL refuses to get a flu shot before baby gets here...,a70448600
1111,6 months vaccine,a66802984
1112,Study about a possible cause of autism. Spoiler alert vaccines aren’t the cause.,a69765326
1113,Vaccines,a69386447
1114,trap vaccine for yourself?,a62638291
1116,immune system question .. can anyone confirm this??,a65188768
1118,Whooping cough vaccinations. Will you have yours? *trigger,a55918213
1119,Vaccination question,a70194056
1121,After Advocates for Vaccines *Trigger*,a49174324
1122,To my homebirth mommies,a70066613
1123,A unique perspective on vaccination,a60346354
1124,Against vaccinations???,a67621828
1125,6th month vaccination,a68250628
1126,Will you vaccinate?,a59082208
1127,Not agreeing on children receiving vaccinations,a63916423
1129,HPV Vaccine,a66875293
1130,Mandatory vaccinations,a56511580
1131,Y'all about to be mad lol.,a70528801
1132,doing away with vaccines,a55108186
1134,Tips on how to administer Tylenol?!,a70519471
1135,No MMR vaccine before getting pregnant again????,a70995463
1136,Little humor,a70764445
1138,Did/Are you getting Tdab vaccine??,a62088712
1139,*Possible trigger* In-law vaccination saga.,a61909090
1140,Reactions to vaccines,a68605666
1141,Help! Immediate family anti-vaxxers!,a66526276
1142,Vaccines and the Trump,a65322046
1143,VAXXED TV helped me decide!!!,a71332360
1144,Is Tetanus Injection Mandatory during pregnancy?,a73132684
1145,What’s your opinion on non vaccinated children?,a69684620
1146,Vaccines- clear some confusion?,a62457955
1147,TDaP timing,a70495450
1148,H1N1 vaccine and miscarriage reports,a18548805
1149,Vaccines,a65622436
1150,Whooping Cough Vaccine,a60090772
1151,Dtap vaccine,a58991320
1152,DH gave consent for 12-year-old DD to have the Gardisil vaccine,a65004103
1153,Hepatitis B Vaccine (POLL),a65718265
1154,Trigger link: Meningitis B vaccine available but not given to babies. Huge uproar UK what about US?,a61585282
1155,poll - did you give tylenol after the 2 months vaccine?,a62338591
1156,Pregnancy and vaccines...,a66793333
1157,Concerns about Vaccinations,a68245798
