,sent,c_id,comment_author,thread_id,comment_date,pattern_matched,text_short,negations,amod_subj_xcomp_lemma,amod_subj_xcomp_lower,compound_subj_xcomp_lemma,compound_subj_xcomp_lower,pos_subj_xcomp_lemma,pos_subj_xcomp_lower,subject_xcomp_lemma,subject_xcomp_lower,verb_xcomp_lemma,verb_xcomp_lower,verb_phrase_xcomp,verb_tense_xcomp,amod_subj_lemma,amod_subj_lower,compound_subj_lemma,compound_subj_lower,pos_subj_lemma,pos_subj_lower,subject_lemma,subject_lower,subject_active,verb_lemma,verb_lower,verb_phrase,verb_tense,dobj_amod_lemma,dobj_amod_lower,compound_dobj_lemma,compound_dobj_lower,pos_dobj_lemma,pos_dobj_lower,dobj_lemma,dobj_lower
87,"i consulted with friends pediatricians, who advised me not to give antibiotics and delay vaccines until he is completely healthy !!!",c2457095112,lili1979,a50086486,05/29/2014,delay_verbs,me not to give antibiotics and delay vaccines,-1,,,,,,,,,,,,,,,,,,,me,me,ACTIVE,delay,delay,delay,Infinite,,,,,,,vaccine,vaccines
88,"as for the mmr, i am also hesitant... if sick or on meds within 2 months of vaccines i will delay for sure... you, as a mom, have the right to ask for a delayed vaccine schedule, if the doc refuses, change him... however, if your son is not sick, better to vaccinate him on time.",c2457095112,lili1979,a50086486,05/29/2014,delay_verbs,i will delay,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,will delay,Future,,,,,,,,
89,i personally follow my country's schedule..,c2457095112,lili1979,a50086486,05/29/2014,schedule_noun,i personally follow my country's schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,follow,follow,follow,PresentSimple,,,,,country,country,schedule,schedule
90,i delay and spread them instead.,c2457095112,lili1979,a50086486,05/29/2014,delay_verbs,i delay,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
91,"it has becoming more and more common for families to follow a modified schedule, wherein their child does get all recommended vaccinations, but over a longer period of time in early childhood.",c2397313262,riskaroo,a36882559,10/03/2012,schedule_noun,families to follow a modified schedule,1,,,,,,,,,,,,,,,,,,,family,families,ACTIVE,follow,follow,to follow,Infinite,modify,modified,,,,,schedule,schedule
92,"my doc splits them up differently, because we did not get any at 9 months, and she has only getting 2 for her 1 two month.",c2214389865,AmyRaeN,a24390335,09/21/2010,delay_verbs,my doc splits them,1,,,,,,,,,,,,,,,,,my,my,doc,doc,ACTIVE,split,splits,splits,PresentSimple,,,,,,,them,them
93,my ped offers the dr sears delayed schedule.,c2017595551,cmads85,a5131935,02/04/2009,schedule_noun,dr sears delayed schedule,1,,,,,,,,,,,,,,,dr,dr,,,sears,sears,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,schedule,schedule
94,my ped offers the dr sears delayed schedule.,c2017595551,cmads85,a5131935,02/04/2009,delay_verbs,dr sears delayed schedule,1,,,,,,,,,,,,,,,dr,dr,,,sears,sears,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,schedule,schedule
95,"i actually ended up going with the aap schedule, but i definitely looked at a lot of options and talked extensively with my ped.",c2017595551,cmads85,a5131935,02/04/2009,schedule_noun,i actually ended up going with the aap schedule,1,,,,,,,i,i,end,ended,ended,PastSimple,,,,,,,,,,go,going,going,Gerundive,,,aap,aap,,,schedule,schedule
96,"if your ped acts like your question is dumb or does not talk openly about the schedule with you, you might want to look at a new ped.",c2017595551,cmads85,a5131935,02/04/2009,schedule_noun,your ped acts like your question is dumb or does not talk openly about the schedule,-1,,,,,,,,,,,,,ped,ped,,,your,your,act,acts,ACTIVE,talk,talk,does talk,PresentSimple,,,,,,,schedule,schedule
97,"if i do any vaccinations, they will be delayed.",c2456561899,momtobesept14,a49982488,05/24/2014,delay_verbs,they will be delayed,1,,,,,,,,,,,,,,,,,,,they,they,PASSIVE,delay,delayed,will be delayed,Future,,,,,,,,
98,"i was originally planning to have my son on a selective vaccine schedule but due to his condition, the risks he would face if he came down with any of the illnesses",c2164461445,sandgnat99,a22962991,06/01/2010,schedule_noun,i was originally planning to have my son on a selective vaccine schedule,1,,,,,,,i,i,plan,planning,was planning,PastContinuous,,,,,,,,,,have,have,to have,Infinite,selective,selective,vaccine,vaccine,,,schedule,schedule
99,"is far greater than any potential risks by getting the vaccines, so i am going with the standard schedule unles he has a serious reaction.",c2164461445,sandgnat99,a22962991,06/01/2010,schedule_noun,i am going with the standard schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,go,going,am going,PresentContinuous,,,,,,,schedule,schedule
100,i will probably not do the delayed schedule just because it will be easier for me.,c2458173045,zoeclaire09,a50302624,06/08/2014,schedule_noun,i will probably not do the delayed schedule,-1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,do,will do,Future,delay,delayed,,,,,schedule,schedule
101,and i am not sure how open they will be to a delayed and alternative schedule.,c2110249381,Minako576,a21354217,01/31/2010,schedule_noun,they will be to a delayed and alternative schedule,1,,,,,,,,,,,,,,,,,,,they,they,ACTIVE,be,be,will be,Future,"alternative, delayed","alternative, delayed",,,,,schedule,schedule
102,"if we are unable to delay the schedule, i am considering delaying all vacs.",c2110249381,Minako576,a21354217,01/31/2010,delay_verbs,i am considering delaying all vacs,1,,,,,,,i,i,consider,considering,am considering,PresentContinuous,,,,,,,,,,delay,delaying,delaying,Gerundive,,,,,,,vacs,vacs
103,we are doing the dr sears schedule.,c2021875436,Chloe_Mae's_Mama,a6353405,03/05/2009,schedule_noun,we are doing the dr sears schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,doing,are doing,PresentContinuous,,,sears,sears,,,schedule,schedule
104,select and delay.,c2223645716,green_eyed_baby,a24631701,10/10/2010,delay_verbs,delay,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delay,delay,Infinite,,,,,,,,
105,i vax off schedule but still have a fully vaxed child.,c2457395770,LlamaMa,a50150227,06/01/2014,schedule_noun,i vax off schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vax,vax,vax,PresentSimple,,,,,,,schedule,schedule
106,i know several families who put their children on a modified vaccination schedule and their children are severly autistic.,c2211536582,Stacey31710,a24284585,09/14/2010,schedule_noun,who put their children on a modified vaccination schedule,1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,put,put,put,PastSimple,modify,modified,vaccination,vaccination,,,schedule,schedule
107,i just choose to go with the recommended schedule.,c2428520743,BrieDaizy09,a43984045,08/17/2013,schedule_noun,i just choose to go with the recommended schedule,1,,,,,,,i,i,choose,choose,choose,PresentSimple,,,,,,,,,,go,go,to go,Infinite,recommend,recommended,,,,,schedule,schedule
108,the hep b i wanted to delay... but my dh was adamant about it because he does not understand different types of hepitius and a relative in his family has hep c so my dh thought hep b would prevent all hepititus..... my husband is very uneducated about most things involving kids.... because of that he tends to agree with anything the doctor says and it drives me nuts sometimes....i am always curious about reasons why people skipped certain things and not others though.,c2543452212,Anon0237,a64605889,01/01/2017,delay_verbs,i wanted to delay,1,,,,,,,i,i,want,wanted,wanted,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
109,i think according to the schedule my office gave me!,c2563362896,haw4,a67870507,11/07/2017,schedule_noun,schedule my office gave,1,,,,,,,,,,,,,,,,,my,my,office,office,ACTIVE,give,gave,gave,PastSimple,,,,,,,schedule,schedule
110,"i will be doing a modified schedule of vaccines, and will not be giving the pertussis vaccine.",c2042442682,MrsGaddis,a11061125,06/24/2009,schedule_noun,i will be doing a modified schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,doing,will be doing,Future,modify,modified,,,,,schedule,schedule
111,basically he should have been globally developmentally delayed.,c2042442682,MrsGaddis,a11061125,06/24/2009,delay_verbs,he should have been globally developmentally delayed,1,,,,,,,,,,,,,,,,,,,he,he,PASSIVE,delay,delayed,should have been delayed,Conditional,,,,,,,,
112,"we vaccinate on a slow schedule and had both our boys circumcised, we also breastfeed!",c2360967405,Olivia_F2012,a29716651,10/06/2011,schedule_noun,we vaccinate on a slow schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,slow,slow,,,,,schedule,schedule
113,we delayed the hep b vaccine with our first and we will do it with this one.,c2458205889,ninetnine,a50302624,06/09/2014,delay_verbs,we delayed the hep b vaccine,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,b,b,,,vaccine,vaccine
114,"we are on a delayed schedule for all her vaccines, and it has worked out beautifully so far.",c2458205889,ninetnine,a50302624,06/09/2014,schedule_noun,we are on a delayed schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,be,are,are,PresentSimple,delayed,delayed,,,,,schedule,schedule
115,i stick to the schedule.,c2099180121,lovesweetlove,a20942925,01/03/2010,schedule_noun,i stick to the schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,stick,stick,stick,PresentSimple,,,,,,,schedule,schedule
116,i have skipped all the hep shots and delayed others when he was not feeling well.,c2433074350,Mimigirl13,a45041800,10/09/2013,delay_verbs,i have skipped all the hep shots and delayed others,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,other,others
117,i have heard that some pediatricians recommend splitting the 2 month vaccines up over a week.,c2582624314,MothaGreen,a71237992,01/31/2019,delay_verbs,pediatricians recommend splitting the 2 month vaccines,1,,,,,,,pediatrician,pediatricians,recommend,recommend,recommend,PresentSimple,,,,,,,,,,split,splitting,splitting,Gerundive,,,month,month,,,vaccine,vaccines
118,"i, myself, have decided to delay and selectively vax.",c2166887884,mommy123104,a23051309,06/07/2010,delay_verbs,"i, myself, have decided to delay",1,,,,,,,i,i,decide,decided,have decided,PresentPerfect,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
119,we did selective and delayed vax with our first and plan the same for this one.,c2377141302,BriebeeSF,a32329411,03/23/2012,delay_verbs,we did selective and delayed vax,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,vax,vax
120,i vaccinate on a delayed schedule because i do listen to my pediatrician.,c2451819519,babyOlove,a49040908,04/10/2014,schedule_noun,i vaccinate on a delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,delay,delayed,,,,,schedule,schedule
121,"i agree it is a personal choice and have friends who do not vaccinate or choose a delayed schedule, but i want dear son to be protected from something like polio.",c2147932456,txslo,a22483307,04/28/2010,schedule_noun,who do not vaccinate or choose a delayed schedule,-1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,choose,choose,choose,Infinite,delayed,delayed,,,,,schedule,schedule
122,"we will probably do a modified schedule, but she will be caught up by school age .....but my concerns personally are more related to immune system development and risk and exposure than the vaxes themselves.",c2080966184,HauteTXMama,a18232625,11/12/2009,schedule_noun,we will probably do a modified schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,will do,Future,modify,modified,,,,,schedule,schedule
123,"after sufficient time for immune maturity, i have not personally ruled out the standard schedule.",c2080966184,HauteTXMama,a18232625,11/12/2009,schedule_noun,i have not personally ruled out the standard schedule,-1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,rule,ruled,have ruled,PresentPerfect,standard,standard,,,,,schedule,schedule
124,we are vaxing on schedule.,c2413373022,MeganB26,a40545487,03/10/2013,schedule_noun,we are vaxing on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaxe,vaxing,are vaxing,PresentContinuous,,,,,,,schedule,schedule
125,"i am definitely nervous, but i have decided on a very delayed schedule.",c2378426378,dani.hope,a32468147,04/05/2012,schedule_noun,i have decided on a very delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,decide,decided,have decided,PresentPerfect,delayed,delayed,,,,,schedule,schedule
126,i delay some vax btw.,c2010356568,Janalle06,a2614905,11/18/2008,delay_verbs,i delay some vax,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,vax,vax
127,my dear daughter got hers 3 month because we space them out.,c2133008535,snavin2,a22085999,03/26/2010,delay_verbs,we space them,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,space,space,space,PresentSimple,,,,,,,them,them
128,"my girls are up to date on all of their vaccines, we do an extended schedule, but they are fully vaccinated.",c2545130001,HappyHomeschooler5,a64863541,11/27/2016,schedule_noun,we do an extended schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,do,PresentSimple,extended,extended,,,,,schedule,schedule
129,"i was thinking of asking the pediatrician or ob if they could do it, because they usually run on a much better schedule than our pcp!",c2545130001,HappyHomeschooler5,a64863541,11/27/2016,schedule_noun,they usually run on a much better schedule,1,,,,,,,,,,,,,,,,,,,they,they,ACTIVE,run,run,run,PresentSimple,well,better,,,,,schedule,schedule
130,we select and delay vax because dear son has a history of sever reaction.,c2374175065,Marine_Wife17,a31843309,02/23/2012,delay_verbs,we select and delay vax,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,delay,Infinite,,,,,,,vax,vax
131,"since the population is less than 1% completely unvaccinated, i think it has safe to assume that study population was most likely vaccinated for other things, and the majority of them followed the recommended schedule.",c2527459163,whyser,a62003272,03/29/2016,schedule_noun,majority of them followed the recommended schedule,1,,,,,,,,,,,,,,,,,,,majority,majority,ACTIVE,follow,followed,followed,PastSimple,recommend,recommended,,,,,schedule,schedule
132,"but because they were focusing on a specific vaccine to determine risk ratios, they would find that the individual vaccine would not have contributed much to the overall schedule of vaccines.",c2527459163,whyser,a62003272,03/29/2016,schedule_noun,individual vaccine would not have contributed much to the overall schedule,-1,,,,,,,,,,,,,individual,individual,,,,,vaccine,vaccine,ACTIVE,contribute,contributed,would have contributed,Conditional,overall,overall,,,,,schedule,schedule
133,we chose to delay lo's vaccines until we do more research.,c2391785441,Alirob79,a35540452,08/08/2012,delay_verbs,we chose to delay lo's vaccines,1,,,,,,,we,we,choose,chose,chose,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,lo,lo,vaccine,vaccines
134,the only vaccine i delayed was my sons 18 month vaccine and that was because i was too sick with hg to take him to the doctor.,c2390811925,ImmaKalanit,a35296456,07/30/2012,delay_verbs,i delayed,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,,
135,i have him on the regular schedule.,c2371009664,tgar,a31328465,01/23/2012,schedule_noun,i have him on the regular schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,have,have,have,PresentSimple,regular,regular,,,,,schedule,schedule
136,i avoided vaccines and once dear daughter was born we put her on a delayed schedule.,c2540129100,littlelivismomma,a64086145,09/11/2016,schedule_noun,we put her on a delayed schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,put,put,put,PastSimple,delay,delayed,,,,,schedule,schedule
137,"according to dear husbands cousin it has because we allowed her to be vaccinated, even if it was a delayed schedule.",c2540129100,littlelivismomma,a64086145,09/11/2016,schedule_noun,it was a delayed schedule,1,,,,,,,,,,,,,,,,,,,it,it,ACTIVE,be,was,was,PastSimple,delayed,delayed,,,,,schedule,schedule
138,"for example, gardasil: and product and usa and pi_circulars and g and gardasil and gardasil_pi.pdf you can find the cdc-recommended vaccine schedule on the cdc's website, as well as the ""parent pages"" they offer with basic information.",c2065584885,Envie,a15546835,09/23/2009,schedule_noun,you can find the cdc-recommended vaccine schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,find,find,can find,Conditional,recommend,recommended,vaccine,vaccine,,,schedule,schedule
139,he has a suggested delayed vaccination schedule in the book.,c2065584885,Envie,a15546835,09/23/2009,schedule_noun,he has a suggested delayed vaccination schedule,1,,,,,,,,,,,,,,,,,,,he,he,ACTIVE,have,has,has,PresentSimple,"suggest, delay","suggested, delayed",vaccination,vaccination,,,schedule,schedule
140,"our pediatrician is following the mandatory schedule required by law, and suggests additional vaccines as she sees fit.",c2580290154,MatildaZ,a70673602,12/06/2018,schedule_noun,our pediatrician is following the mandatory schedule,1,,,,,,,,,,,,,,,,,our,our,pediatrician,pediatrician,ACTIVE,follow,following,is following,PresentContinuous,mandatory,mandatory,,,,,schedule,schedule
141,"she gave us the choice to do menb, which we decided to delay as of now lo is at very low risk being at home with me.",c2580290154,MatildaZ,a70673602,12/06/2018,delay_verbs,which we decided to delay,1,,,,,,,we,we,decide,decided,decided,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,which,which
